id,sura,aya,translation,footnotes
5268,67,27,"Then when they see it[7] approaching closer, the faces of the disbelievers will be distressed, and it will be said, “This is what you were asking for[8].”","[7] The punishment on the Day of Judgment of which they were warned.
 [8] As they were challenging their prophets, saying, ""Bring upon us the punishment, if you are truthful."""
5269,67,28,"Say, “What do you think[9], if Allah causes me and those who are with me to die or shows us mercy, who will save the disbelievers from a painful punishment?”","[9] i.e., Inform me."
5270,67,29,"Say, “He is the Most Compassionate; we believe in Him and put our trust in Him. You will come to know who is clearly misguided.”",
5271,67,30,"Say, “What do you think, if your water were to sink deep into the earth, who can bring you flowing water?”",
5272,68,1,"Nūn[1]. By the pen and what they [i.e., the angels] write [in the Records of deeds],",[1] See footnote 2:1.
5273,68,2,"By the grace of your Lord [O Prophet], you are not a madman.",
5274,68,3,You will surely have a never-ending reward.,
5275,68,4,"Indeed, you are of a great moral character.",
5276,68,5,"Soon you will see and they will see,",
5277,68,6,which of you is afflicted with madness.,
5278,68,7,"Indeed, your Lord alone knows best who has strayed from His way and those who are rightly guided.",
5279,68,8,So do not obey the deniers.,
5280,68,9,They wish that you would compromise so they would too compromise.,
5281,68,10,"And do not obey every disgraceful swearer,",
5282,68,11,"backbiter, gossip-monger,",
5283,68,12,"withholder of good, transgressor, sinful,",
5284,68,13,"coarse, and furthermore, an illegitimate child[2].","[2] i.e., falsely claiming a particular lineage. It refers to Al-Walīd ibn al-Mughīrah (See also 74:11-25) or possibly Al-Akhnas ibn Shurayq."
5285,68,14,"Simply because he has wealth and children,",
5286,68,15,"When Our verses are recited to him, he says, “Ancient fables!”",
5287,68,16,We will soon brand him on the snout[3].,"[3] Lit., ""trunk,"" meaning the nose of an elephant or pig. These verses refer to Al-Walīd ibn al-Mughīrah, a leader of the pagans of Makkah and a staunch enemy of Islam. He called the Prophet (ﷺ) a madman, so the Qur’an responded by mentioning ten of Al-Walīd’s qualities. (See 53:33-35 and 74:11-26). Two of those qualities were not known to him: the fact that he was an illegitimate child and that his nose would be chopped off years later at the Battle of Badr. Khālid ibn al-Walīd and two of his brothers embraced Islam."
5288,68,17,"Indeed, We have tested them [i.e., the Makkans] as We tested the people of the garden when they swore to harvest its fruits in the early morning,",
5289,68,18,and made no exception [by saying: if Allah wills][4].,[4] Or without leaving some for the poor.
5290,68,19,"Then it was struck by an affliction from your Lord while they were asleep,",
5291,68,20,and it turned to ashes [as black as night].,
5292,68,21,Then in the early morning they called out to one another:,
5293,68,22,“Go early to your garden if you really wish to harvest.”,
5294,68,23,"So they set out, whispering to one another,",
5295,68,24,“Not a single poor person should enter your garden today.”,
5296,68,25,"And they left early, fully determined to stick to their plan[5].","[5] To implement their plan, fully confident of their ability."
5297,68,26,"But when they saw the garden, they said, “We must have lost our way!",
5298,68,27,"Rather, we have been deprived.”",
5299,68,28,"The best among them said, “Did I not say to you to glorify Allah[6]?”","[6] i.e., remember Him by saying, ""...if Allah wills."" Or ""praise"" and ""thank"" Allah for His bounty."
5300,68,29,"They said, “Glory be to our Lord! We were truly wrongdoers.”",
5301,68,30,"Then they turned to one another, throwing blame.",
5302,68,31,"They said, “Woe to us! We were surely transgressors.",
5303,68,32,Our Lord may give us something better than this. We certainly turn to our Lord in hope[7].”,[7] Of His forgiveness and bounty.
5304,68,33,"Such is the punishment [in this world]; but the punishment of the Hereafter is far worse, if only they knew.",
5305,68,34,"Indeed, the righteous will have gardens of bliss with their Lord.",
5306,68,35,Should We then treat Muslims like the wicked?,
5307,68,36,What is the matter with you that you make such a judgment?,
5308,68,37,Or do you have a scripture in which you read,
5309,68,38,that you will be given whatever you choose?,
5310,68,39,"Or do you have a solemn promise binding upon Us until the Day of Resurrection, that you will have whatever you decide for yourselves?",
5311,68,40,Ask them which of them can guarantee that.,
5312,68,41,"Or do they have associate-gods? Then let them bring forth their associate-gods[8], if they are truthful.",[8] whom they took as partners with Allah.
5313,68,42,"On the Day when the Shin [of Allah] will be uncovered[9], and they are invited to prostrate, but they will not be able to do so.","[9] i.e., It is a Day that everyone will find before him great difficulty. According to a long and authentic Hadīth of Abu Sa‘īd al-Khudrī, ""the Shin"" refers to that of Allah Almighty, before which every believer will prostrate on the Day of Judgment when the disbelievers and hypocrites will not be able to prostrate. The text of the Hadith is as follows: ""... Then the Lord will uncover His Shank, so they will prostrate to Him...""."
5314,68,43,"Their eyes will be downcast, overwhelmed with humiliation, for they were invited to prostrate when they were capable[10] [but they refused].",[10] During the life of this world.
5315,68,44,So leave to Me those who reject this message [O Prophet]. We will gradually lead them to their ruin in ways that they do not perceive[11].,"[11] Allah will increase favors upon them in this life as a trial, so they will increase sin, which will lead to their destruction."
